fine_id,car_id,date,violation,amount,status
330,821,2023-10-06,Нарушение правил парковки (12.19 КоАП),1500,оплачен
331,749,2023-07-19,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
332,165,2024-11-28,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
333,416,2023-12-24,Нарушение правил парковки (12.19 КоАП),1500,оплачен
334,787,2025-02-10,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
335,799,2025-09-10,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
336,997,2024-07-22,Нарушение правил парковки (12.19 КоАП),1500,оплачен
337,389,2024-07-04,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
338,52,2023-08-04,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
339,489,2025-08-22,Непристегнутый ремень (12.6 КоАП),1000,оплачен
340,1108,2025-04-20,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
341,1094,2025-04-20,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
342,34,2025-02-22,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
343,692,2026-03-04,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
344,831,2025-08-09,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
345,939,2025-11-28,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
346,306,2025-01-27,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
347,148,2023-09-06,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
348,1002,2026-03-30,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
349,94,2025-04-21,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
350,30,2025-02-16,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
351,630,2026-01-02,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
352,935,2025-07-30,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
353,131,2025-03-04,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
354,234,2026-04-18,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
355,452,2024-02-08,Непристегнутый ремень (12.6 КоАП),1000,оплачен
356,873,2025-09-14,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
357,665,2025-01-30,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
358,1118,2023-11-04,Непристегнутый ремень (12.6 КоАП),1000,оплачен
359,94,2023-05-24,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
360,130,2024-08-04,Нарушение правил парковки (12.19 КоАП),1500,оплачен
361,851,2024-01-13,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
362,1134,2025-10-21,Нарушение правил парковки (12.19 КоАП),1500,оплачен
363,1192,2025-05-27,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
364,771,2024-11-14,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
365,998,2025-08-19,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
366,368,2025-12-25,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
367,582,2023-09-07,Непристегнутый ремень (12.6 КоАП),1000,оплачен
368,260,2023-07-23,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
369,1072,2023-09-16,Нарушение правил парковки (12.19 КоАП),1500,оплачен
370,358,2026-03-28,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
371,369,2024-08-15,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
372,181,2023-07-31,Непристегнутый ремень (12.6 КоАП),1000,оплачен
373,713,2023-07-05,Нарушение правил парковки (12.19 КоАП),1500,оплачен
374,483,2023-06-08,Непристегнутый ремень (12.6 КоАП),1000,оплачен
375,196,2025-07-20,Непристегнутый ремень (12.6 КоАП),1000,оплачен
376,1040,2023-12-13,Непристегнутый ремень (12.6 КоАП),1000,оплачен
377,567,2024-10-09,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
378,306,2025-10-30,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
379,1019,2026-01-05,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
380,111,2024-01-27,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
381,430,2024-03-17,Нарушение правил парковки (12.19 КоАП),1500,оплачен
382,929,2023-07-06,Нарушение правил парковки (12.19 КоАП),1500,оплачен
383,1101,2024-12-15,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
384,994,2024-10-10,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
385,482,2023-09-21,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
386,1188,2023-10-20,Непристегнутый ремень (12.6 КоАП),1000,оплачен
387,668,2025-05-06,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
388,668,2025-01-25,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
389,845,2025-09-06,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
390,452,2023-12-30,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
391,993,2024-09-09,Непристегнутый ремень (12.6 КоАП),1000,оплачен
392,297,2023-10-25,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
393,932,2024-09-02,Непристегнутый ремень (12.6 КоАП),1000,оплачен
394,280,2023-12-16,Нарушение правил парковки (12.19 КоАП),1500,оплачен
395,735,2025-06-16,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
396,688,2025-06-30,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
397,123,2023-06-03,Непристегнутый ремень (12.6 КоАП),1000,оплачен
398,954,2023-06-28,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
399,704,2024-08-17,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
400,322,2025-11-24,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
401,349,2025-01-30,Непристегнутый ремень (12.6 КоАП),1000,оплачен
402,471,2023-06-01,Непристегнутый ремень (12.6 КоАП),1000,оплачен
403,1002,2024-11-10,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
404,970,2024-06-23,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,не оплачен
405,30,2025-02-02,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
406,508,2025-09-15,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
407,456,2023-05-31,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
408,306,2024-11-24,Непристегнутый ремень (12.6 КоАП),1000,не оплачен
409,856,2023-06-29,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
410,964,2025-06-18,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
411,69,2024-08-02,Непристегнутый ремень (12.6 КоАП),1000,оплачен
412,982,2026-01-17,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
413,927,2026-01-17,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
414,1144,2025-10-21,Превышение скорости (12.9 ч.2 КоАП),500,не оплачен
415,447,2024-09-24,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
416,490,2026-02-09,Нарушение правил парковки (12.19 КоАП),1500,оплачен
417,33,2023-09-06,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
418,332,2025-04-30,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
419,1196,2023-05-16,Непристегнутый ремень (12.6 КоАП),1000,оплачен
420,950,2024-05-30,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
421,379,2023-11-05,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,не оплачен
422,951,2023-07-10,Нарушение правил парковки (12.19 КоАП),1500,не оплачен
423,145,2024-07-06,Превышение скорости (12.9 ч.2 КоАП),500,оплачен
424,1088,2025-05-07,Нарушение правил парковки (12.19 КоАП),1500,оплачен
425,553,2024-03-16,Выезд на встречную полосу (12.15 ч.4 КоАП),5000,оплачен
426,1111,2023-05-27,Непристегнутый ремень (12.6 КоАП),1000,оплачен
427,166,2025-07-15,Проезд на запрещающий сигнал (12.12 ч.1 КоАП),1000,оплачен
428,113,2025-03-07,Нарушение правил парковки (12.19 КоАП),1500,оплачен
